SiteRoom,Site,Room,Est__Cut_Date,Actual_Cut_Date,Est__Replant_Date,Actual_Replant_Date,Est__Flower_Date,Actual_Flower_Date,Est__Harvest_Date,Actual_Harvest_Date,Est__Dry_Date,Actual_Dry_Date,Est__Ship_Avail__Date,Actual_Ship_Avail__Date,Est__FGI_Date,Actual_Trim_Completion_Date,Turn_Status,Brand,Strain_Commercialization_Status,Strain_Accession_Number,Strain_Name,Strain_Code,No__Plants,Canopy_Alloc_____,Canopy_Alloc___ft_2_,Est__Yield__g_ft_2_,Turn_Round,Turn_No_,Harvest_Batch_No_,Est__Wet_Weight__lbs_,Est__LTB__lbs_,Est__STB__lbs_,Est__T__lbs_,Est__MTB__lbs_,Est__FF__lbs_,Est__Ship__Avail__Month,Act__Wet_Weight__lbs_,Act__LTB__lbs_,Act__STB__lbs_,Act__T__lbs_,Act_MTB__lbs_,Act__FF__lbs_,Act__Ship__Avail__Month,Adj__LTB__lbs_,Adj__STB__lbs_,Adj__T__lbs_,Adj__MTB__lbs_,Adj__FF__lbs_,Performance_Notes,Forecast_LTB_Ingest,Forecast_STB_Ingest,Forecast_T_Ingest,Forecast_MTB_Ingest,Forecast_FF_Ingest,Forecast_Harvest_Date,Forecast_Harvest_Month,Forecast_Ship_Avail__Date,Forecast_Ship_Avail__Month,Forecast_FGI_Date,Forecast_FGI_Month,Forecast_FGI_Week,Waste_Weight,Change_Tracker
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Bad Apple x Yuzu Tangie #1,BAPxYUZTG#1,7,0.017811705,13.6462766,19,2,FP-11-02/2023,FP-11-042023-BAPxYUZTG#1,,0.571613378,0.060169829,0.481358634,,0,2023-05,11.5467204,0,1.175064816,0.802483289,,0,2023-06,0,1.175064816,0.802483289,,0,,0,1.175064816,0.802483289,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Bad Apple x Zkittlez,BAPxZK,9,0.022900763,17.36052632,19,2,FP-11-02/2023,FP-11-042023-BAPxZK,,0.727195365,0.076546881,0.612375044,,0,2023-05,11.24027761,0,1.419778127,0.800278665,,0,2023-06,0,1.419778127,0.800278665,,0,,0,1.419778127,0.800278665,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Gemini x (Chem 91 x Tom Hill Haze #2) #19,GEMxC91THH2#19,1,0.002544529,1.814356436,19,2,FP-11-02/2023,FP-11-042023-GEMxC91THH2#19,,0.075999516,0.007999949,0.063999592,,0,2023-05,2.435007672,0,0.227076315,0.167551456,,0,2023-06,0,0.227076315,0.167551456,,0,,0,0.227076315,0.167551456,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Grape Kush #8 x Rainbow Sherbert #11,GRPK#8xRS11,36,0.091603053,70.18085106,19,2,FP-11-02/2023,FP-11-042023-GRPK#8xRS11,,2.939725944,0.309444836,2.475558689,,0,2023-05,66.33494418,0,7.60595425,3.465669589,,0,2023-06,0,7.60595425,3.465669589,,0,,0,7.60595425,3.465669589,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Lemon Cherry Gelato x Zkittlez,LCGxZK,26,0.066157761,50.15263158,19,2,FP-11-02/2023,FP-11-042023-LCGxZK,,2.10078661,0.221135433,1.769083461,,0,2023-05,29.60810596,0,3.099701935,2.255330782,,0,2023-06,0,3.099701935,2.255330782,,0,,0,3.099701935,2.255330782,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,OZ Kush x Zkittlez,OZKxZK,6,0.015267176,10.88613861,19,2,FP-11-02/2023,FP-11-042023-OZKxZK,,0.455997094,0.047999694,0.383997553,,0,2023-05,4.742147128,0,0.502654368,0.49383587,,0,2023-06,0,0.502654368,0.49383587,,0,,0,0.502654368,0.49383587,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Purple Skunk,PRSK,1,0.002544529,1.928947368,19,2,FP-11-02/2023,FP-11-042023-PRSK,,0.080799485,0.008505209,0.068041672,,0,2023-05,0.92263532,0,0.079366479,0.077161855,,0,2023-06,0,0.079366479,0.077161855,,0,,0,0.079366479,0.077161855,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Rainbow Sherbert #11 x Zkittlez,RS11xZK,30,0.076335878,54.43069307,19,2,FP-11-02/2023,FP-11-042023-RS11xZK,,2.279985468,0.23999847,1.919987762,,0,2023-05,45.73934285,0,4.971428068,2.702869539,,0,2023-06,0,4.971428068,2.702869539,,0,,0,4.971428068,2.702869539,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Zkittlez,ZK,6,0.015267176,11.69680851,19,2,FP-11-02/2023,FP-11-042023-ZK,,0.489954324,0.051574139,0.412593115,,0,2023-05,9.98033475,0,0.698865941,1.558669465,,0,2023-06,0,0.698865941,1.558669465,,0,,0,0.698865941,1.558669465,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Zkittlez Bx2,ZKB2,14,0.03562341,25.73005536,19,2,FP-11-02/2023,FP-11-042023-ZKB2,,1.077777059,0.113450217,0.907601734,,0,2023-05,8.966207517,0,0.74295843,0.555565354,,0,2023-06,0,0.74295843,0.555565354,,0,,0,0.74295843,0.555565354,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Zkittlez x (Krypto Chronic x Atomic Apple #7),ZKx(KCxAA#7),30,0.076335878,57.86842105,19,2,FP-11-02/2023,FP-11-042023-ZKx(KCxAA#7),,2.42398455,0.255156268,2.041250147,,0,2023-05,43.93155082,0,4.786239616,3.060018695,,0,2023-06,0,4.786239616,3.060018695,,0,,0,4.786239616,3.060018695,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/20/2023,5/9/2023,5/9/2023,5/7/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Zkittlez x Zkittlez,ZKxZK,15,0.038167939,27.21534653,19,2,FP-11-02/2023,FP-11-042023-ZKxZK,,1.139992734,0.119999235,0.959993881,,0,2023-05,11.05729378,0,1.186087938,0.890668266,,0,2023-06,0,1.186087938,0.890668266,,0,,0,1.186087938,0.890668266,,0,4/20/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Area 41 x Creme de Menthe,A41xCDM,12,0.030534351,23.39361702,19,2,FP-11-02/2023,FP-11-042723-A41xCDM,,0.979908648,0.103148279,0.82518623,,0,2023-05,32.23601827,0,2.460360853,0.908305261,,0,2023-06,0,2.460360853,0.908305261,,0,,0,2.460360853,0.908305261,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2021,2/24/2021,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Area 41 x Hitchhiker,A41xHIT,17,0.043256997,30.24514563,19,2,FP-11-02/2023,FP-11-042723-A41xHIT,,1.266904546,0.133358373,1.066866986,,0,2023-05,32.09382,0,5.522584173,1.327183901,,0,2023-06,0,5.522584173,1.327183901,,0,,0,5.522584173,1.327183901,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Area 41 x Rainbow Sherbert #11,A41xRS11,3,0.007633588,5.443069307,19,2,FP-11-02/2023,FP-11-042723-A41xRS11,,0.227998547,0.023999847,0.191998776,,0,2023-05,8.674094781,0,0.62831796,0.451948006,,0,2023-06,0,0.62831796,0.451948006,,0,,0,0.62831796,0.451948006,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Clark OG x Gemini,COGxGEM,22,0.055979644,42.88829787,19,2,FP-11-02/2023,FP-11-042723-COGxGEM,,1.796499188,0.189105178,1.512841421,,0,2023-05,49.67018819,0,3.701564401,2.008412847,,0,2023-06,0,3.701564401,2.008412847,,0,,0,3.701564401,2.008412847,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Clark OG x Rainbow Sherbert #11,COGxRS11,8,0.020356234,15.43157895,19,2,FP-11-02/2023,FP-11-042723-COGxRS11,,0.64639588,0.068041672,0.544333373,,0,2023-05,15.464338,0,2.145099561,0.520291363,,0,2023-06,0,2.145099561,0.520291363,,0,,0,2.145099561,0.520291363,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Creme de Menthe,CDM,11,0.027989822,21.10383012,19,2,FP-11-02/2023,FP-11-042723-CDM,,0.883994366,0.093052038,0.744416308,,0,2023-05,21.44879098,0,1.840861391,1.148609323,,0,2023-06,0,1.840861391,1.148609323,,0,,0,1.840861391,1.148609323,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Grape Kush #8 x Xeno,GRPK#8xXEN,26,0.066157761,46.60958377,19,2,FP-11-02/2023,FP-11-042723-GRPK#8xXEN,,1.952375905,0.205513253,1.644106026,,0,2023-05,48.27355862,0,3.214342405,1.721811672,,0,2023-06,0,3.214342405,1.721811672,,0,,0,3.214342405,1.721811672,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Highrise x Rainbow Sherbert #11,HIRxRS11,4,0.010178117,7.257425743,19,2,FP-11-02/2023,FP-11-042723-HIRxRS11,,0.303998062,0.031999796,0.255998368,,0,2023-05,4.577902609,0,0.310852043,0.348330658,,0,2023-06,0,0.310852043,0.348330658,,0,,0,0.310852043,0.348330658,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Jack Herer x Rainbow Sherbert #11,JKHxRS11,15,0.038167939,27.21534653,19,2,FP-11-02/2023,FP-11-042723-JKHxRS11,,1.139992734,0.119999235,0.959993881,,0,2023-05,41.62882061,0,3.298118133,2.405245242,,0,2023-06,0,3.298118133,2.405245242,,0,,0,3.298118133,2.405245242,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Jamaican,JAM,7,0.017811705,13.6462766,19,2,FP-11-02/2023,FP-11-042723-JAM,,0.571613378,0.060169829,0.481358634,,0,2023-05,23.20477433,0,0.844371153,1.748267165,,0,2023-06,0,0.844371153,1.748267165,,0,,0,0.844371153,1.748267165,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,King Louis XIII x Grape Gasoline S1,KL13xGRGS1,28,0.071246819,49.81553398,19,2,FP-11-02/2023,FP-11-042723-KL13xGRGS1,,2.086666312,0.219649085,1.757192683,,0,2023-05,61.38556236,0,4.506252315,3.728019895,,0,2023-06,0,4.506252315,3.728019895,,0,,0,4.506252315,3.728019895,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,King Louis XIII x Xeno,KL13xXEN,11,0.027989822,19.57038835,19,2,FP-11-02/2023,FP-11-042723-KL13xXEN,,0.819761765,0.086290712,0.690325697,,0,2023-05,23.03501825,0,1.768108785,1.190497187,,0,2023-06,0,1.768108785,1.190497187,,0,,0,1.768108785,1.190497187,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Rainbow Sherbert #11 x Forbidden Fruit,RS11xFF,2,0.005089059,3.857894737,19,2,FP-11-02/2023,FP-11-042723-RS11xFF,,0.16159897,0.017010418,0.136083343,,0,2023-05,3.41165629,0,0.478403499,0.154323709,,0,2023-06,0,0.478403499,0.154323709,,0,,0,0.478403499,0.154323709,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Rainbow Sherbert #11 x Rainbow Sherbert #11,RS11xRS11,8,0.020356234,14.51485149,19,2,FP-11-02/2023,FP-11-042723-RS11xRS11,,0.607996125,0.063999592,0.511996737,,0,2023-05,20.57245278,0,2.08998395,0.802483289,,0,2023-06,0,2.08998395,0.802483289,,0,,0,2.08998395,0.802483289,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Sherbacio x (Chem 91 x Tom Hill Haze #2) #23,SHExC91THH2#23,2,0.005089059,3.558252427,19,2,FP-11-02/2023,FP-11-042723-SHExC91THH2#23,,0.149047594,0.01568922,0.125513763,,0,2023-05,3.747861514,0,0.251327184,0.447538757,,0,2023-06,0,0.251327184,0.447538757,,0,,0,0.251327184,0.447538757,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Spritzer x PYT,SPTZxPYT,14,0.03562341,24.90776699,19,2,FP-11-02/2023,FP-11-042723-SPTZxPYT,,1.043333156,0.109824543,0.878596342,,0,2023-05,31.49636678,0,2.614684562,1.953297236,,0,2023-06,0,2.614684562,1.953297236,,0,,0,2.614684562,1.953297236,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
FP-11,FP,11,1/12/2023,1/31/2023,2/16/2023,2/21/2023,2/24/2023,2/25/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/14/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Tester,,,Spritzer x Rainbow Sherbert #11,SPTZxRS11,22,0.055979644,40.63008798,19,2,FP-11-02/2023,FP-11-042723-SPTZxRS11,,1.701907599,0.179148168,1.433185347,,0,2023-05,36.10623644,0,2.755780525,1.913613997,,0,2023-06,0,2.755780525,1.913613997,,0,,0,2.755780525,1.913613997,,0,4/27/2023,2023-04,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,72
AZ-06,AZ,6,1/18/2023,1/23/2023,2/16/2023,2/20/2023,2/23/2023,2/23/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/19/2023,5/19/2023,5/31/2023,,Ship Available,Connected,,,Slow Lane,SL,90,0.33333,259.9974,44,2,AZ-06-02/2023,AZ-06-042723-SL,,25.22065116,6.878359407,32.67220718,,0,2023-05,202.0870044,11.35,2.04749414,9.671227826,,60.8,2023-05,11.35,2.04749414,9.671227826,,60.8,,11.35,2.04749414,9.671227826,,60.8,4/27/2023,2023-04,5/19/2023,2023-05,5/31/2023,2023-05,5/29/2023,40.6,73
AZ-06,AZ,6,1/18/2023,1/23/2023,2/16/2023,2/20/2023,2/23/2023,2/23/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/19/2023,5/19/2023,5/31/2023,,Ship Available,Connected,,,Gelato 41,G41,90,0.33333,259.9974,44,2,AZ-06-02/2023,AZ-06-042723-G41,,25.22065116,6.878359407,32.67220718,,0,2023-05,250.1183921,9.25,1.674074504,3.607919189,,120,2023-05,9.25,1.674074504,3.607919189,,120,,9.25,1.674074504,3.607919189,,120,4/27/2023,2023-04,5/19/2023,2023-05,5/31/2023,2023-05,5/29/2023,15.45,73
AZ-06,AZ,6,1/18/2023,1/23/2023,2/16/2023,2/20/2023,2/23/2023,2/23/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/19/2023,5/19/2023,5/31/2023,,Ship Available,Alien Labs,,,Sherbacio,SHE,90,0.33333,259.9974,44,2,AZ-06-02/2023,AZ-06-042723-SHE,,25.22065116,6.878359407,32.67220718,,0,2023-05,236.9768722,8.8,1.587484443,4.259349043,,60.4,2023-05,8.8,1.587484443,4.259349043,,60.4,,8.8,1.587484443,4.259349043,,60.4,4/27/2023,2023-04,5/19/2023,2023-05,5/31/2023,2023-05,5/29/2023,34.42,73
AZ-13,AZ,13,1/18/2023,1/23/2023,2/16/2023,2/20/2023,2/23/2023,2/23/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/19/2023,5/19/2023,5/31/2023,,Ship Available,Connected,,,Lemonatti,LMN,84,0.25,304.75,42,2,AZ-13-02/2023,AZ-13-042723-LMN,,28.21809027,7.390452213,33.5929646,,0,2023-05,319.648348,27.34364001,10.27448789,8.607938547,,0,2023-05,27.34364001,10.27448789,8.607938547,,0,,27.34364001,10.27448789,8.607938547,,0,4/27/2023,2023-04,5/19/2023,2023-05,5/31/2023,2023-05,5/29/2023,96.24,74
AZ-13,AZ,13,1/18/2023,1/23/2023,2/16/2023,2/20/2023,2/23/2023,2/23/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/19/2023,5/19/2023,5/31/2023,,Ship Available,Connected,,,Nightshade,NS,84,0.25,304.75,42,2,AZ-13-02/2023,AZ-13-042723-NS,,28.21809027,7.390452213,33.5929646,,0,2023-05,378.277533,28.44616711,17.5009679,7.125510348,,0,2023-05,28.44616711,17.5009679,7.125510348,,0,,28.44616711,17.5009679,7.125510348,,0,4/27/2023,2023-04,5/19/2023,2023-05,5/31/2023,2023-05,5/29/2023,102,74
AZ-13,AZ,13,1/18/2023,1/23/2023,2/16/2023,2/20/2023,2/23/2023,2/23/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/19/2023,5/19/2023,5/31/2023,,Ship Available,Connected,,,The Chemist,CHM,84,0.25,304.75,42,2,AZ-13-02/2023,AZ-13-042723-CHM,,28.21809027,7.390452213,33.5929646,,0,2023-05,400.5545154,33.42007778,12.373073,9.855364811,,0,2023-05,33.42007778,12.373073,9.855364811,,0,,33.42007778,12.373073,9.855364811,,0,4/27/2023,2023-04,5/19/2023,2023-05,5/31/2023,2023-05,5/29/2023,97.71,74
AZ-13,AZ,13,1/18/2023,1/23/2023,2/16/2023,2/20/2023,2/23/2023,2/23/2023,4/29/2023,4/27/2023,5/9/2023,5/9/2023,5/19/2023,5/19/2023,5/31/2023,,Ship Available,Connected,,,Gelonade,GEL,84,0.25,304.75,42,2,AZ-13-02/2023,AZ-13-042723-GEL,,28.21809027,7.390452213,33.5929646,,0,2023-05,322.7814978,21.76,15.20484302,8.948683655,,0,2023-05,21.76,15.20484302,8.948683655,,0,,21.76,15.20484302,8.948683655,,0,4/27/2023,2023-04,5/19/2023,2023-05,5/31/2023,2023-05,5/29/2023,82.31,74
88-04,88th,4,1/19/2023,1/19/2023,2/22/2023,2/24/2023,2/28/2023,2/28/2023,5/3/2023,5/3/2023,5/13/2023,5/13/2023,5/21/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Alien Labs,,,Krypto Chronic,KC,126,0.142857143,546.7142858,35,2,88-04-02/2023,88-04-050323-KC,,42.18548829,12.05299665,53.03318527,,0,2023-05,661.1337942,73.87255507,7.244395845,43.8389566,,0,2023-06,73.87255507,7.244395845,43.8389566,,0,,73.87255507,7.244395845,43.8389566,,0,5/3/2023,2023-05,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,75
88-04,88th,4,1/19/2023,1/18/2023,2/22/2023,2/24/2023,2/28/2023,2/28/2023,5/3/2023,5/3/2023,5/13/2023,5/13/2023,5/21/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Alien Labs,,,Xeno,XEN,63,0.071428571,273.3571429,43,2,88-04-02/2023,88-04-050323-XEN,,25.9139428,1.807949498,18.68214481,,0,2023-05,301.7469444,42.42799697,1.455052117,19.38746715,,0,2023-06,42.42799697,1.455052117,19.38746715,,0,,42.42799697,1.455052117,19.38746715,,0,5/3/2023,2023-05,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,75
88-04,88th,4,1/19/2023,1/18/2023,2/22/2023,2/24/2023,2/28/2023,2/28/2023,5/3/2023,5/3/2023,5/13/2023,5/13/2023,5/21/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Alien Labs,,,ZedBand,ZDB,33,0.037414966,143.1870749,35,2,88-04-02/2023,88-04-050323-ZDB,,11.04858027,3.156737219,13.88964376,,0,2023-05,150.3443623,15.99014092,1.792359654,10.16772783,,0,2023-06,15.99014092,1.792359654,10.16772783,,0,,15.99014092,1.792359654,10.16772783,,0,5/3/2023,2023-05,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,75
88-04,88th,4,1/19/2023,1/18/2023,2/22/2023,2/24/2023,2/28/2023,2/28/2023,5/3/2023,5/3/2023,5/13/2023,5/13/2023,5/21/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Connected,,,Highrise,HIR,189,0.214285714,820.0714287,35,2,88-04-02/2023,88-04-050323-HIR,,63.27823243,18.07949498,79.54977791,,0,2023-05,976.1084852,99.96648971,11.6999418,69.56251433,,0,2023-06,99.96648971,11.6999418,69.56251433,,0,,99.96648971,11.6999418,69.56251433,,0,5/3/2023,2023-05,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,75
88-04,88th,4,1/19/2023,1/18/2023,2/22/2023,2/24/2023,2/28/2023,2/28/2023,5/3/2023,5/3/2023,5/13/2023,5/13/2023,5/21/2023,6/5/2023,6/17/2023,6/5/2023,Ship Available,Connected,,,Nightshade,NS,126,0.142857143,546.7142858,35,2,88-04-02/2023,88-04-050323-NS,,42.18548829,12.05299665,53.03318527,,0,2023-05,621.8143177,84.58923438,4.717896259,29.16497645,,0,2023-06,84.58923438,4.717896259,29.16497645,,0,,84.58923438,4.717896259,29.16497645,,0,5/3/2023,2023-05,6/5/2023,2023-06,6/17/2023,2023-06,6/12/2023,0,75
