SiteRoom,Site,Room,Est__Cut_Date,Actual_Cut_Date,Est__Replant_Date,Actual_Replant_Date,Est__Flower_Date,Actual_Flower_Date,Est__Harvest_Date,Actual_Harvest_Date,Est__Dry_Date,Actual_Dry_Date,Est__Ship_Avail__Date,Actual_Ship_Avail__Date,Est__FGI_Date,Actual_Trim_Completion_Date,Turn_Status,Brand,Strain_Commercialization_Status,Strain_Accession_Number,Strain_Name,Strain_Code,No__Plants,Canopy_Alloc_____,Canopy_Alloc___ft_2_,Est__Yield__g_ft_2_,Turn_Round,Turn_No_,Harvest_Batch_No_,Est__Wet_Weight__lbs_,Est__LTB__lbs_,Est__STB__lbs_,Est__T__lbs_,Est__MTB__lbs_,Est__FF__lbs_,Est__Ship__Avail__Month,Act__Wet_Weight__lbs_,Act__LTB__lbs_,Act__STB__lbs_,Act__T__lbs_,Act_MTB__lbs_,Act__FF__lbs_,Act__Ship__Avail__Month,Adj__LTB__lbs_,Adj__STB__lbs_,Adj__T__lbs_,Adj__MTB__lbs_,Adj__FF__lbs_,Performance_Notes,Forecast_LTB_Ingest,Forecast_STB_Ingest,Forecast_T_Ingest,Forecast_MTB_Ingest,Forecast_FF_Ingest,Forecast_Harvest_Date,Forecast_Harvest_Month,Forecast_Ship_Avail__Date,Forecast_Ship_Avail__Month,Forecast_FGI_Date,Forecast_FGI_Month,Forecast_FGI_Week,Waste_Weight,Change_Tracker
FL-02,FL,2,9/9/2022,9/9/2022,10/17/2022,10/17/2022,10/18/2022,10/17/2022,12/20/2022,12/20/2022,1/1/2023,1/1/2023,1/19/2023,2/2/2023,2/14/2023,2/2/2023,Ship Available,Alien Labs,,,Biskanté,BSK,226,0.166666667,723.8333333,30,2,FL-02-02/2022,FL-02-122022-BSK,,47.87341928,15.95780643,35.10717414,,0,2023-01,711.5726872,33.96047549,0,0,,0,2023-02,33.96047549,0,0,,0,,33.96047549,0,0,,0,12/20/2022,2022-12,2/2/2023,2023-02,2/14/2023,2023-02,2/13/2023,94401,1
FL-02,FL,2,9/9/2022,9/9/2022,10/17/2022,10/17/2022,10/18/2022,10/17/2022,12/20/2022,12/20/2022,1/1/2023,1/1/2023,1/19/2023,2/7/2023,2/19/2023,2/7/2023,Ship Available,Alien Labs,,,Area 41,A41,226,0.166666667,723.8333333,30,2,FL-02-02/2022,FL-02-122022-A41,,47.87341928,12.76624514,23.93670964,,0,2023-01,403.4515419,0,0,0,,0,2023-02,0,0,0,,0,,0,0,0,,0,12/20/2022,2022-12,2/7/2023,2023-02,2/19/2023,2023-02,2/13/2023,71907,1
FL-02,FL,2,9/9/2022,9/9/2022,10/17/2022,10/17/2022,10/18/2022,10/17/2022,12/20/2022,12/20/2022,1/1/2023,1/1/2023,1/19/2023,1/19/2023,1/31/2023,1/19/2023,Ship Available,Alien Labs,,,Atomic Apple,AA,226,0.166666667,723.8333333,30,2,FL-02-02/2022,FL-02-122022-AA,,47.87341928,12.76624514,30.31983221,,0,2023-01,659.2180617,54.19077056,16.89998942,27.79987301,,0,2023-01,54.19077056,16.89998942,27.79987301,,0,,54.19077056,16.89998942,27.79987301,,0,12/20/2022,2022-12,1/19/2023,2023-01,1/31/2023,2023-01,1/30/2023,90667,1
FL-02,FL,2,9/9/2022,9/9/2022,10/17/2022,10/17/2022,10/18/2022,10/17/2022,12/20/2022,12/20/2022,1/1/2023,1/1/2023,1/19/2023,1/23/2023,2/4/2023,1/23/2023,Ship Available,Connected,,,Biscotti,BIS,226,0.166666667,723.8333333,30,2,FL-02-02/2022,FL-02-122022-BIS,,47.87341928,9.574683857,30.31983221,,0,2023-01,609.6629956,46.57070671,15.50291892,24.87918658,,0,2023-01,46.57070671,15.50291892,24.87918658,,0,,46.57070671,15.50291892,24.87918658,,0,12/20/2022,2022-12,1/23/2023,2023-01,2/4/2023,2023-02,1/30/2023,82234,1
FL-02,FL,2,9/9/2022,9/9/2022,10/17/2022,10/17/2022,10/18/2022,10/17/2022,12/20/2022,12/20/2022,1/1/2023,1/1/2023,1/19/2023,1/26/2023,2/7/2023,1/26/2023,Ship Available,Connected,,,Guava 2.0,GV2,226,0.166666667,723.8333333,30,2,FL-02-02/2022,FL-02-122022-GV2,,47.87341928,9.574683857,27.12827093,,0,2023-01,553.8105727,41.01064393,24.59699466,25.60450802,,0,2023-01,41.01064393,24.59699466,25.60450802,,0,,41.01064393,24.59699466,25.60450802,,0,12/20/2022,2022-12,1/26/2023,2023-01,2/7/2023,2023-02,2/6/2023,87816,1
FL-02,FL,2,9/9/2022,9/9/2022,10/17/2022,10/17/2022,10/18/2022,10/17/2022,12/20/2022,12/20/2022,1/1/2023,1/1/2023,1/19/2023,1/30/2023,2/11/2023,1/30/2023,Ship Available,Connected,,,Gushers,GUS,226,0.166666667,723.8333333,30,2,FL-02-02/2022,FL-02-122022-GUS,,47.87341928,9.574683857,30.31983221,,0,2023-01,597.6740088,44.18067338,0,24.19795764,,0,2023-01,44.18067338,0,24.19795764,,0,,44.18067338,0,24.19795764,,0,12/20/2022,2022-12,1/30/2023,2023-01,2/11/2023,2023-02,2/6/2023,87140,1
AZ-02,AZ,2,9/25/2022,9/30/2022,10/25/2022,10/28/2022,10/31/2022,10/30/2022,1/2/2023,1/3/2023,1/12/2023,1/12/2023,1/25/2023,1/25/2023,2/6/2023,,Ship Available,Connected,,,Gelato 41,G41,135,0.5,390,46,1,AZ-02-01/2023,AZ-02-010323-G41,,39.5509621,11.17744581,50.72840791,,0,2023-01,305.6629956,60.63,6.446527876,4.661828629,,0,,60.63,6.446527876,4.661828629,,0,,60.63,6.446527876,4.661828629,,0,1/3/2023,2023-01,1/25/2023,2023-01,2/6/2023,2023-02,2/6/2023,122.58,2
AZ-02,AZ,2,9/25/2022,9/30/2022,10/25/2022,10/28/2022,10/31/2022,10/30/2022,1/2/2023,1/3/2023,1/12/2023,1/12/2023,1/25/2023,1/25/2023,2/6/2023,,Ship Available,Alien Labs,,,Biskanté,BSK,135,0.5,390,46,1,AZ-02-01/2023,AZ-02-010323-BSK,,39.5509621,11.17744581,50.72840791,,0,2023-01,307.8931718,62.99686312,7.117239195,7.852667887,,0,,62.99686312,7.117239195,7.852667887,,0,,62.99686312,7.117239195,7.852667887,,0,1/3/2023,2023-01,1/25/2023,2023-01,2/6/2023,2023-02,2/6/2023,107.99,2
AZ-09,AZ,9,9/25/2022,9/30/2022,10/25/2022,10/28/2022,10/31/2022,10/30/2022,1/2/2023,1/3/2023,1/12/2023,1/12/2023,1/25/2023,1/25/2023,2/6/2023,,Ship Available,Alien Labs,,,Xeno,XEN,150,0.5,609.5,42,1,AZ-09-01/2023,AZ-09-010323-XEN,,56.43618053,14.78090443,67.18592921,,0,2023-01,288.7665198,54.17099289,3.556595805,6.444680065,,0,,54.17099289,3.556595805,6.444680065,,0,,54.17099289,3.556595805,6.444680065,,0,1/3/2023,2023-01,1/25/2023,2023-01,2/6/2023,2023-02,2/6/2023,88.02,3
AZ-09,AZ,9,9/25/2022,9/30/2022,10/25/2022,10/28/2022,10/31/2022,10/30/2022,1/2/2023,1/3/2023,1/12/2023,1/12/2023,1/25/2023,1/25/2023,2/6/2023,,Ship Available,Alien Labs,,,Atomic Apple,AA,150,0.5,609.5,42,1,AZ-09-01/2023,AZ-09-010323-AA,,56.43618053,14.78090443,67.18592921,,0,2023-01,392.1475771,43.62,9.521342538,40.24439093,,0,,43.62,9.521342538,40.24439093,,0,,43.62,9.521342538,40.24439093,,0,1/3/2023,2023-01,1/25/2023,2023-01,2/6/2023,2023-02,2/6/2023,118.37,3
FP-07,FP,7,9/24/2022,9/28/2022,10/27/2022,10/29/2022,11/1/2022,11/1/2022,1/3/2023,1/3/2023,1/13/2023,1/13/2023,1/20/2023,,2/1/2023,1/25/2023,Harvested,Connected,,,Rainbow Sherbert #11,RS11,120,0.5,351,19,1,FP-07-01/2023,FP-07-010323-RS11,,14.70264026,5.4167622,15.47646343,,0,2023-01,330.7046861,24.85493571,5.330781848,18.93992839,,0,,24.85493571,5.330781848,18.93992839,,0,,24.85493571,5.330781848,18.93992839,,0,1/3/2023,2023-01,1/20/2023,2023-01,2/1/2023,2023-02,1/30/2023,0,4
FP-07,FP,7,9/24/2022,9/28/2022,10/27/2022,10/29/2022,11/1/2022,11/1/2022,1/3/2023,1/3/2023,1/13/2023,1/13/2023,1/20/2023,,2/1/2023,1/25/2023,Harvested,Alien Labs,,,Biskanté,BSK,120,0.5,351,19,1,FP-07-01/2023,FP-07-010323-BSK,,14.70264026,5.4167622,15.47646343,,0,2023-01,293.9425739,15.84022646,6.42427556,21.76846152,,0,,15.84022646,6.42427556,21.76846152,,0,,15.84022646,6.42427556,21.76846152,,0,1/3/2023,2023-01,1/20/2023,2023-01,2/1/2023,2023-02,1/30/2023,0,4
FP-08,FP,8,9/24/2022,9/28/2022,10/27/2022,10/29/2022,11/1/2022,11/1/2022,1/3/2023,1/3/2023,1/13/2023,1/13/2023,1/20/2023,,2/1/2023,1/25/2023,Harvested,Alien Labs,,,Biskanté,BSK,120,0.5,351,19,1,FP-08-01/2023,FP-08-010323-BSK,,14.70264026,4.642939029,16.2502866,,0,2023-01,298.6825164,16.52366003,7.469267536,22.03522108,,0,,16.52366003,7.469267536,22.03522108,,0,,16.52366003,7.469267536,22.03522108,,0,1/3/2023,2023-01,1/20/2023,2023-01,2/1/2023,2023-02,1/30/2023,0,5
FP-08,FP,8,9/24/2022,9/28/2022,10/27/2022,10/29/2022,11/1/2022,11/1/2022,1/3/2023,1/3/2023,1/13/2023,1/13/2023,1/20/2023,,2/1/2023,1/25/2023,Harvested,Connected,,,Rainbow Sherbert #11,RS11,120,0.5,351,19,1,FP-08-01/2023,FP-08-010323-RS11,,14.70264026,4.642939029,16.2502866,,0,2023-01,333.3612586,31.4798321,3.503148204,16.02541491,,0,,31.4798321,3.503148204,16.02541491,,0,,31.4798321,3.503148204,16.02541491,,0,1/3/2023,2023-01,1/20/2023,2023-01,2/1/2023,2023-02,1/30/2023,0,5
MER-04,MER,4,9/28/2022,9/30/2022,10/31/2022,11/1/2022,11/3/2022,11/1/2022,1/4/2023,1/5/2023,1/14/2023,1/14/2023,1/29/2023,2/22/2023,3/6/2023,,Ship Available,Alien Labs,,,Y2K,Y2K,189,0.1875,730.125,47,1,MER-04-01/2023,MER-04-010523-Y2K,,75.65361602,25.75442248,49.89919355,,0,2023-01,856.1438473,85.93405527,17.50251327,46.0876735,,0,2023-02,85.93405527,17.50251327,46.0876735,,0,,85.93405527,17.50251327,46.0876735,,0,1/5/2023,2023-01,2/22/2023,2023-02,3/6/2023,2023-03,3/6/2023,0,6
MER-04,MER,4,9/28/2022,9/30/2022,10/31/2022,11/1/2022,11/3/2022,11/1/2022,1/4/2023,1/5/2023,1/14/2023,1/14/2023,1/29/2023,2/22/2023,3/6/2023,,Ship Available,Alien Labs,,,Atomic Apple,AA,189,0.1875,730.125,47,1,MER-04-01/2023,MER-04-010523-AA,,75.65361602,25.75442248,49.89919355,,0,2023-01,912.1633539,70.5347537,25.71914849,67.54969223,,0,2023-02,70.5347537,25.71914849,67.54969223,,0,,70.5347537,25.71914849,67.54969223,,0,1/5/2023,2023-01,2/22/2023,2023-02,3/6/2023,2023-03,3/6/2023,0,6
MER-04,MER,4,9/28/2022,9/30/2022,10/31/2022,11/1/2022,11/3/2022,11/1/2022,1/4/2023,1/5/2023,1/14/2023,1/14/2023,1/29/2023,2/22/2023,3/6/2023,,Ship Available,Alien Labs,,,OZ Kush,OZK,63,0.0625,243.375,47,1,MER-04-01/2023,MER-04-010523-OZK,,25.21787201,8.584807492,16.63306452,,0,2023-01,308.4049101,32.32420325,5.668089384,17.81116069,,0,2023-02,32.32420325,5.668089384,17.81116069,,0,,32.32420325,5.668089384,17.81116069,,0,1/5/2023,2023-01,2/22/2023,2023-02,3/6/2023,2023-03,3/6/2023,0,6
MER-04,MER,4,9/28/2022,9/30/2022,10/31/2022,11/1/2022,11/3/2022,11/1/2022,1/4/2023,1/5/2023,1/14/2023,1/14/2023,1/29/2023,2/22/2023,3/6/2023,,Ship Available,Connected,,,Highrise,HIR,252,0.25,973.5,47,1,MER-04-01/2023,MER-04-010523-HIR,,100.871488,34.33922997,66.53225806,,0,2023-01,1214.726009,82.62050477,33.91594208,85.89216741,,0,2023-02,82.62050477,33.91594208,85.89216741,,0,,82.62050477,33.91594208,85.89216741,,0,1/5/2023,2023-01,2/22/2023,2023-02,3/6/2023,2023-03,3/6/2023,0,6
MER-04,MER,4,9/28/2022,9/30/2022,10/31/2022,11/1/2022,11/3/2022,11/1/2022,1/4/2023,1/5/2023,1/14/2023,1/14/2023,1/29/2023,2/22/2023,3/6/2023,,Ship Available,Connected,,,Slow Lane,SL,252,0.25,973.5,47,1,MER-04-01/2023,MER-04-010523-SL,,100.871488,34.33922997,66.53225806,,0,2023-01,1006.763788,90.14709254,19.07220586,54.66145787,,0,2023-02,90.14709254,19.07220586,54.66145787,,0,,90.14709254,19.07220586,54.66145787,,0,1/5/2023,2023-01,2/22/2023,2023-02,3/6/2023,2023-03,3/6/2023,0,6
MER-04,MER,4,9/28/2022,9/30/2022,10/31/2022,11/1/2022,11/3/2022,11/1/2022,1/4/2023,1/5/2023,1/14/2023,1/14/2023,1/29/2023,2/22/2023,3/6/2023,,Ship Available,Connected,,,Hitchhiker,HIT,51,0.0625,243.375,47,1,MER-04-01/2023,MER-04-010523-HIT,,25.21787201,8.584807492,16.63306452,,0,2023-01,311.9543555,19.04795499,12.4406956,22.03522108,,0,2023-02,19.04795499,12.4406956,22.03522108,,0,,19.04795499,12.4406956,22.03522108,,0,1/5/2023,2023-01,2/22/2023,2023-02,3/6/2023,2023-03,3/6/2023,0,6
88-01,88th,1,9/24/2022,9/26/2022,10/31/2022,11/3/2022,11/7/2022,11/4/2022,1/7/2023,1/5/2023,1/15/2023,1/17/2023,1/23/2023,1/30/2023,2/11/2023,1/30/2023,Ship Available,Alien Labs,,,Agent X,AGX,162,0.200743494,543.521739,40,1,88-01-01/2023,88-01-010523-AGX,,47.93045195,14.37913558,69.49915532,,0,2023-01,744.9624332,53.59441965,9.806169421,68.13832695,,0,2023-01,53.59441965,9.806169421,68.13832695,,0,,53.59441965,9.806169421,68.13832695,,0,1/5/2023,2023-01,1/30/2023,2023-01,2/11/2023,2023-02,2/6/2023,0,7
88-01,88th,1,9/24/2022,9/28/2022,10/31/2022,11/3/2022,11/7/2022,11/4/2022,1/7/2023,1/5/2023,1/15/2023,1/17/2023,1/23/2023,1/30/2023,2/11/2023,1/30/2023,Ship Available,Alien Labs,,,Krypto Chronic,KC,119,0.147459727,419.384058,53,1,88-01-01/2023,88-01-010523-KC,,49.00296979,9.245843357,53.62589147,,0,2023-01,554.167622,52.2981005,7.643432865,46.20892785,,0,2023-01,52.2981005,7.643432865,46.20892785,,0,,52.2981005,7.643432865,46.20892785,,0,1/5/2023,2023-01,1/30/2023,2023-01,2/11/2023,2023-02,2/6/2023,0,7
88-01,88th,1,9/24/2022,9/13/2022,10/31/2022,11/3/2022,11/7/2022,11/4/2022,1/7/2023,1/5/2023,1/15/2023,1/17/2023,1/23/2023,1/30/2023,2/11/2023,1/30/2023,Ship Available,Alien Labs,,,Zkittlez,ZK,119,0.147459727,419.384058,21,1,88-01-01/2023,88-01-010523-ZK,,19.56277767,9.249198534,26.3196292,,0,2023-01,362.8635426,19.79532267,11.84544701,33.22809926,,0,2023-01,19.79532267,11.84544701,33.22809926,,0,,19.79532267,11.84544701,33.22809926,,0,1/5/2023,2023-01,1/30/2023,2023-01,2/11/2023,2023-02,2/6/2023,0,7
88-01,88th,1,9/24/2022,9/28/2022,10/31/2022,11/3/2022,11/7/2022,11/4/2022,1/7/2023,1/5/2023,1/15/2023,1/17/2023,1/23/2023,1/30/2023,2/11/2023,1/30/2023,Ship Available,Connected,,,Electric Blue,ELB,162,0.200743494,543.521739,40,1,88-01-01/2023,88-01-010523-ELB,,47.93045195,14.37913558,69.49915532,,0,2023-01,1004.153512,48.76188293,18.62246248,99.65784229,,0,2023-01,48.76188293,18.62246248,99.65784229,,0,,48.76188293,18.62246248,99.65784229,,0,1/5/2023,2023-01,1/30/2023,2023-01,2/11/2023,2023-02,2/6/2023,0,7
88-01,88th,1,9/24/2022,9/28/2022,10/31/2022,11/3/2022,11/7/2022,11/4/2022,1/7/2023,1/5/2023,1/15/2023,1/17/2023,1/23/2023,1/30/2023,2/11/2023,1/30/2023,Ship Available,Tester,,,Strawberry x Cookies & Cream F2 #9,STBxCCF2#9,126,0.156133829,432.8043478,40,1,88-01-01/2023,88-01-010523-STBxCCF2#9,,38.16684137,11.45005241,55.34191999,,0,2023-01,390.8799097,33.31187499,3.437009471,40.65327431,,0,2023-01,33.31187499,3.437009471,40.65327431,,0,,33.31187499,3.437009471,40.65327431,,0,1/5/2023,2023-01,1/30/2023,2023-01,2/11/2023,2023-02,2/6/2023,0,7
88-01,88th,1,9/24/2022,9/27/2022,10/31/2022,11/3/2022,11/7/2022,11/4/2022,1/7/2023,1/5/2023,1/15/2023,1/17/2023,1/23/2023,1/30/2023,2/11/2023,1/30/2023,Ship Available,Connected,,,Hermosa Kush,HMK,119,0.147459727,419.384058,40,1,88-01-01/2023,88-01-010523-HMK,,36.98337343,11.09501203,53.62589147,,0,2023-01,522.5026015,23.82758073,8.196793594,60.29206864,,0,2023-01,23.82758073,8.196793594,60.29206864,,0,,23.82758073,8.196793594,60.29206864,,0,1/5/2023,2023-01,1/30/2023,2023-01,2/11/2023,2023-02,2/6/2023,0,7
FP-06,FP,6,10/1/2022,10/12/2022,10/31/2022,10/31/2022,11/3/2022,11/6/2022,1/8/2023,1/9/2023,1/18/2023,1/18/2023,1/26/2023,,2/7/2023,1/25/2023,Harvested,Connected,,,Wipeout,WPO,144,0.5,603,27,1,FP-06-01/2023,FP-06-010923-WPO,,35.89349019,6.646942627,22.59960493,,0,2023-01,416.6453553,40.20353093,2.804282262,24.84832184,,0,,40.20353093,2.804282262,24.84832184,,0,,40.20353093,2.804282262,24.84832184,,0,1/9/2023,2023-01,1/26/2023,2023-01,2/7/2023,2023-02,2/6/2023,0,8
FP-06,FP,6,10/1/2022,10/12/2022,10/31/2022,10/31/2022,11/3/2022,11/6/2022,1/8/2023,1/9/2023,1/18/2023,1/18/2023,1/26/2023,,2/7/2023,1/25/2023,Harvested,Connected,,,Gelonade,GEL,144,0.5,603,27,1,FP-06-01/2023,FP-06-010923-GEL,,35.89349019,6.646942627,22.59960493,,0,2023-01,446.947918,39.99629623,3.55605919,33.14873278,,0,,39.99629623,3.55605919,33.14873278,,0,,39.99629623,3.55605919,33.14873278,,0,1/9/2023,2023-01,1/26/2023,2023-01,2/7/2023,2023-02,2/6/2023,0,8
AZ-03,AZ,3,10/6/2022,10/10/2022,11/3/2022,11/7/2022,11/10/2022,11/9/2022,1/11/2023,1/9/2023,1/21/2023,1/21/2023,1/31/2023,1/31/2023,2/12/2023,,Ship Available,Connected,,,Guava x Biscotti,GXB,135,0.5,390,47,1,AZ-03-01/2023,AZ-03-010923-GXB,,40.41076562,10.31764229,52.44801496,,0,2023-01,415.5528634,40.86558936,7.749322469,7.136179255,,0,,40.86558936,7.749322469,7.136179255,,0,,40.86558936,7.749322469,7.136179255,,0,1/9/2023,2023-01,1/31/2023,2023-01,2/12/2023,2023-02,2/6/2023,101.97,9
AZ-03,AZ,3,10/6/2022,10/10/2022,11/3/2022,11/7/2022,11/10/2022,11/9/2022,1/11/2023,1/9/2023,1/21/2023,1/21/2023,1/31/2023,2/8/2023,2/20/2023,,Ship Available,Connected,,,Bad Apple,BAP,135,0.5,390,47,1,AZ-03-01/2023,AZ-03-010923-BAP,,40.41076562,10.31764229,52.44801496,,0,2023-02,541.0655286,39.7626883,10.01139483,9.296248064,,0,2023-02,39.7626883,10.01139483,9.296248064,,0,,39.7626883,10.01139483,9.296248064,,0,1/9/2023,2023-01,2/8/2023,2023-02,2/20/2023,2023-02,2/20/2023,96.67,9
AZ-10,AZ,10,10/6/2022,10/10/2022,11/3/2022,11/7/2022,11/10/2022,11/9/2022,1/11/2023,1/11/2023,1/21/2023,1/21/2023,2/2/2023,2/2/2023,2/14/2023,,Ship Available,Connected,,,Lemonatti,LMN,150,0.5,609.5,42,1,AZ-10-01/2023,AZ-10-011123-LMN,,56.43618053,14.78090443,67.18592921,,0,2023-02,406.4867841,52.95,9.551966053,39.86750704,,0,,52.95,9.551966053,39.86750704,,0,,52.95,9.551966053,39.86750704,,0,1/11/2023,2023-01,2/2/2023,2023-02,2/14/2023,2023-02,2/13/2023,126.56,10
AZ-10,AZ,10,10/6/2022,10/10/2022,11/3/2022,11/7/2022,11/10/2022,11/9/2022,1/11/2023,1/11/2023,1/21/2023,1/21/2023,2/2/2023,2/2/2023,2/14/2023,,Ship Available,Connected,,,Nightshade,NS,150,0.5,609.5,42,1,AZ-10-01/2023,AZ-10-011123-NS,,56.43618053,14.78090443,67.18592921,,0,2023-02,383.7059471,66.30165071,3.441591581,5.730127235,,0,,66.30165071,3.441591581,5.730127235,,0,,66.30165071,3.441591581,5.730127235,,0,1/11/2023,2023-01,2/2/2023,2023-02,2/14/2023,2023-02,2/13/2023,132.24,10
FL-03,FL,3,9/28/2022,9/28/2022,11/7/2022,11/7/2022,11/8/2022,11/11/2022,1/14/2023,1/12/2023,1/26/2023,1/26/2023,2/11/2023,2/14/2023,2/26/2023,2/14/2023,Ship Available,Alien Labs,,,Krypto Chronic,KC,225,0.166297118,722.2283814,30,1,FL-03-01/2023,FL-03-011223-KC,,47.7672698,20.69915024,46.17502747,,0,2023-02,823.1740088,41.22030371,22.2446604,37.7189192,,0,2023-02,41.22030371,22.2446604,37.7189192,,0,,41.22030371,22.2446604,37.7189192,,0,1/12/2023,2023-01,2/14/2023,2023-02,2/26/2023,2023-02,2/20/2023,110878,11
FL-03,FL,3,9/28/2022,9/28/2022,11/7/2022,11/7/2022,11/8/2022,11/11/2022,1/14/2023,1/12/2023,1/26/2023,1/26/2023,2/11/2023,2/8/2023,2/20/2023,2/8/2023,Ship Available,Alien Labs,,,Xeno,XEN,225,0.166297118,722.2283814,30,1,FL-03-01/2023,FL-03-011223-XEN,,47.7672698,14.33018094,28.66036188,,0,2023-02,728.0572687,52.10078661,15.45221256,38.45526376,,0,2023-02,52.10078661,15.45221256,38.45526376,,0,,52.10078661,15.45221256,38.45526376,,0,1/12/2023,2023-01,2/8/2023,2023-02,2/20/2023,2023-02,2/20/2023,100485,11
FL-03,FL,3,9/28/2022,9/28/2022,11/7/2022,11/7/2022,11/8/2022,11/11/2022,1/14/2023,1/12/2023,1/26/2023,1/26/2023,2/11/2023,2/15/2023,2/27/2023,2/15/2023,Ship Available,Alien Labs,,,Sherbacio,SHE,226,0.167036216,725.4382853,30,1,FL-03-01/2023,FL-03-011223-SHE,,47.97956877,11.11869746,29.37086243,,0,2023-02,591.5792952,28.08449003,14.11621016,22.352687,,0,2023-02,28.08449003,14.11621016,22.352687,,0,,28.08449003,14.11621016,22.352687,,0,1/12/2023,2023-01,2/15/2023,2023-02,2/27/2023,2023-02,2/27/2023,82363,11
FL-03,FL,3,9/28/2022,9/28/2022,11/7/2022,11/7/2022,11/8/2022,11/11/2022,1/14/2023,1/12/2023,1/26/2023,1/26/2023,2/11/2023,2/20/2023,3/4/2023,2/20/2023,Ship Available,Connected,,,El Jefe,ELJ,225,0.166297118,722.2283814,30,1,FL-03-01/2023,FL-03-011223-ELJ,,47.7672698,11.06949968,29.24090286,,0,2023-02,603.7665198,0,0,0,,0,2023-02,0,0,0,,0,,0,0,0,,0,1/12/2023,2023-01,2/20/2023,2023-02,3/4/2023,2023-03,2/27/2023,82673,11
FL-03,FL,3,9/28/2022,9/28/2022,11/7/2022,11/7/2022,11/8/2022,11/11/2022,1/14/2023,1/12/2023,1/26/2023,1/26/2023,2/11/2023,2/10/2023,2/22/2023,2/10/2023,Ship Available,Connected,,,Gelonade,GEL,226,0.167036216,725.4382853,30,1,FL-03-01/2023,FL-03-011223-GEL,,47.97956877,14.39387063,25.58910335,,0,2023-02,694.3876652,24.24800261,11.58089208,20.97479673,,0,2023-02,24.24800261,11.58089208,20.97479673,,0,,24.24800261,11.58089208,20.97479673,,0,1/12/2023,2023-01,2/10/2023,2023-02,2/22/2023,2023-02,2/20/2023,91233,11
FL-03,FL,3,9/28/2022,9/28/2022,11/7/2022,11/7/2022,11/8/2022,11/11/2022,1/14/2023,1/12/2023,1/26/2023,1/26/2023,2/11/2023,2/6/2023,2/18/2023,2/6/2023,Ship Available,Connected,,,Nightshade,NS,226,0.167036216,725.4382853,30,1,FL-03-01/2023,FL-03-011223-NS,,47.97956877,15.99318959,23.98978439,,0,2023-02,688.9933921,0.097580181,20.41041288,30.85371876,,0,2023-02,0.097580181,20.41041288,30.85371876,,0,,0.097580181,20.41041288,30.85371876,,0,1/12/2023,2023-01,2/6/2023,2023-02,2/18/2023,2023-02,2/13/2023,84335,11
MER-05,MER,5,10/12/2022,10/14/2022,11/10/2022,11/11/2022,11/13/2022,11/14/2022,1/17/2023,1/18/2023,1/27/2023,1/27/2023,2/11/2023,2/24/2023,3/8/2023,,Ship Available,Alien Labs,,,Y2K,Y2K,189,0.1875,730.125,47,1,MER-05-01/2023,MER-05-011823-Y2K,,75.65361602,37.02198231,51.50884495,,0,2023-02,799.6613697,69.4875571,9.39170003,30.69939505,,54.07502778,2023-02,69.4875571,9.39170003,30.69939505,,54.07502778,,69.4875571,9.39170003,30.69939505,,54.07502778,1/18/2023,2023-01,2/24/2023,2023-02,3/8/2023,2023-03,3/6/2023,0,12
MER-05,MER,5,10/12/2022,10/14/2022,11/10/2022,11/11/2022,11/13/2022,11/14/2022,1/17/2023,1/18/2023,1/27/2023,1/27/2023,2/11/2023,2/24/2023,3/8/2023,,Ship Available,Alien Labs,,,Gemini,GEM,189,0.1875,730.125,47,1,MER-05-01/2023,MER-05-011823-GEM,,75.65361602,37.02198231,51.50884495,,0,2023-02,736.0800014,69.71022417,20.45891462,35.41508669,,0,2023-02,69.71022417,20.45891462,35.41508669,,0,,69.71022417,20.45891462,35.41508669,,0,1/18/2023,2023-01,2/24/2023,2023-02,3/8/2023,2023-03,3/6/2023,0,12
MER-05,MER,5,10/12/2022,10/14/2022,11/10/2022,11/11/2022,11/13/2022,11/14/2022,1/17/2023,1/18/2023,1/27/2023,1/27/2023,2/11/2023,2/24/2023,3/8/2023,,Ship Available,Alien Labs,,,Biskanté,BSK,126,0.125,486.75,47,1,MER-05-01/2023,MER-05-011823-BSK,,50.43574402,24.68132154,34.33922997,,0,2023-02,526.9934214,47.40162966,9.535000617,22.05947195,,48.62299159,2023-02,47.40162966,9.535000617,22.05947195,,48.62299159,,47.40162966,9.535000617,22.05947195,,48.62299159,1/18/2023,2023-01,2/24/2023,2023-02,3/8/2023,2023-03,3/6/2023,0,12
MER-05,MER,5,10/12/2022,10/14/2022,11/10/2022,11/11/2022,11/13/2022,11/14/2022,1/17/2023,1/18/2023,1/27/2023,1/27/2023,2/11/2023,2/24/2023,3/8/2023,,Ship Available,Alien Labs,,,OZ Kush,OZK,36,0.035714286,139.0714286,47,1,MER-05-01/2023,MER-05-011823-OZK,,14.41021258,7.051806154,9.811208563,,0,2023-02,137.3260551,16.9094693,1.402141131,5.687931004,,0,2023-02,16.9094693,1.402141131,5.687931004,,0,,16.9094693,1.402141131,5.687931004,,0,1/18/2023,2023-01,2/24/2023,2023-02,3/8/2023,2023-03,3/6/2023,0,12
